run_id,profile,checkpoint,gamma,seed,step,layer,status,training_loss,training_accuracy,test_accuracy,ntk_drift,weight_displacement,cka_drift,effective_rank,local_q01,local_normalized_q01,task_jacobian,nuisance_jacobian,global_q01,global_normalized_q01,collision_score,linear_nuisance_cosine,mlp_nuisance_cosine,linear_task_accuracy,mlp_task_accuracy,ph_h1_top1,ph_h1_top2
4af1ea473ba49a67,03878c8d9b9954cd,step_0000000,0.5,2,0,3,converged,1.3862946044921876,0.2496,0.256,0.0,,1.3322676295501878e-15,13.37523643672316,2.764037847518921,0.7995384931564331,4.194117546081543,3.8873233795166016,1.3580769300460815,0.39284368708354406,0.15436521172523499,0.9999390840530396,0.9992921948432922,0.991,0.988,0.6012787818908691,0.5496688882509867
4af1ea473ba49a67,03878c8d9b9954cd,step_0000000,0.5,2,0,4,converged,1.3862946044921876,0.2496,0.256,0.0,,1.3322676295501878e-15,15.896022767619728,2.7234714031219482,0.8929516077041626,4.141753196716309,3.814326763153076,1.1733318567276,0.3847033359124523,0.1616726964712143,0.9998498558998108,0.9991632103919983,0.984,0.982,0.5358465711275736,0.46798771619796753
4af1ea473ba49a67,03878c8d9b9954cd,final,0.5,2,32,1,converged,0.08220590591430664,0.9782,0.976,0.6141279935836792,0.030720756552363494,0.00020959473890636016,8.06586649223163,3.3166630268096924,0.7495262622833252,4.033607006072998,3.7821788787841797,1.8845244646072388,0.42588002337088104,0.1404963880777359,0.9999960064888,0.9996675848960876,0.993,0.991,0.7989784181118011,0.7431908448537191
4af1ea473ba49a67,03878c8d9b9954cd,final,0.5,2,32,2,converged,0.08220590591430664,0.9782,0.976,0.6141279935836792,0.030720756552363494,0.03301687485060545,9.762215960956164,2.8248026371002197,0.6816366910934448,4.611873626708984,3.6509318351745605,1.6576732397079468,0.4000034921560537,0.16450855135917664,0.9999716877937317,0.9995492100715637,0.994,0.98,0.8200581769148508,0.5288082659244537
4af1ea473ba49a67,03878c8d9b9954cd,final,0.5,2,32,3,converged,0.08220590591430664,0.9782,0.976,0.6141279935836792,0.030720756552363494,0.14217268059510424,9.091256746130155,2.519226551055908,0.585256040096283,5.357187271118164,3.597842216491699,1.5198981761932373,0.353096299811613,0.1911165565252304,0.9999030828475952,0.9989604353904724,0.99,0.992,0.8586492339769999,0.3876700202624003
4af1ea473ba49a67,03878c8d9b9954cd,final,0.5,2,32,4,converged,0.08220590591430664,0.9782,0.976,0.6141279935836792,0.030720756552363494,0.27079774081612207,7.674971058520713,2.3190758228302,0.5052049160003662,6.159844398498535,3.3838257789611816,1.3340188264846802,0.2906126836650203,0.2185174822807312,0.9997995495796204,0.9982553720474243,0.991,0.992,0.9167315363883972,0.30400629838307697
8212b25d1f355922,03878c8d9b9954cd,step_0000000,0.5,0,0,1,converged,1.3862946044921876,0.2496,0.256,0.0,,-1.5543122344752192e-15,8.113568784940572,3.2081000804901123,0.7319629192352295,3.94283390045166,3.8188705444335938,1.831660270690918,0.4179131920078768,0.14107699692249298,0.9999967217445374,0.9996932744979858,0.992,0.988,0.8387134273846945,0.7466577688852946
8212b25d1f355922,03878c8d9b9954cd,step_0000000,0.5,0,0,2,converged,1.3862946044921876,0.2496,0.256,0.0,,-6.661338147750939e-16,11.024968655585564,3.032860517501831,0.7879831790924072,4.102787971496582,3.7816810607910156,1.4834010601043701,0.38541008826199413,0.15084631741046906,0.9999750852584839,0.999421238899231,0.99,0.989,0.7672963341077169,0.6514575084050497
8212b25d1f355922,03878c8d9b9954cd,step_0000000,0.5,0,0,3,converged,1.3862946044921876,0.2496,0.256,0.0,,-4.440892098500626e-16,13.455427778741797,2.849092483520508,0.8320364356040955,4.171426773071289,3.7365825176239014,1.295362949371338,0.37829209018274507,0.1592388153076172,0.9999350309371948,0.9991989731788635,0.988,0.986,0.7285095453262329,0.5119533538818359
8212b25d1f355922,03878c8d9b9954cd,step_0000000,0.5,0,0,4,converged,1.3862946044921876,0.2496,0.256,0.0,,-4.440892098500626e-16,16.049451793418882,2.634141683578491,0.8866051435470581,4.096189498901367,3.590731382369995,1.1050633192062378,0.37194461867056305,0.1677533984184265,0.9998654723167419,0.9984642863273621,0.988,0.981,0.6564131776491801,0.49931101004282635
8212b25d1f355922,03878c8d9b9954cd,final,0.5,0,32,1,converged,0.0883557403564453,0.9749,0.984,0.9097630381584167,0.028592663250556025,0.00014533681210548988,8.089092519474153,3.1990749835968018,0.7252676486968994,3.988602638244629,3.8089241981506348,1.8476133346557617,0.4188755310095755,0.14095045626163483,0.9999960660934448,0.999677300453186,0.992,0.988,0.8473831017812093,0.7409915824731191
